id,title,status,priority,issue_type,created_by,created_at,updated_at,closed_at,close_reason,deleted_at,deleted_by,delete_reason,original_type,description
bd-85,Implement Step Counter UI and Template Refactoring for Form Pages,closed,3,feature,,2026-01-21T18:23:20Z,2026-02-02T18:33:54Z,2026-02-02T18:33:54Z,,,,,,Implemented USWDS-compliant step indicator with counter format and refactored form templates to eliminate code duplication and improve maintainability.
bd-86,Implement checkbox filtering,closed,3,feature,,2026-01-21T18:34:41Z,2026-01-27T18:00:18Z,2026-01-27T18:00:18Z,,,,,,"Component exists, but needs to be implemented."
bd-88,Clearance Simone,open,3,feature,,2025-11-04T21:15:59Z,2026-01-26T17:37:09Z,,,,,,,"h2. Description
This step captures clearance steps that Simone engaged in

h2. Deliverables
[Research Plan_Usability testing|https://docs.google.com/spreadsheets/d/1aJhBBMbQf-MhwCFgN2RR61clDVgun-qhRczxBAJ_xUw/edit?gid=2039924183#gid=2039924183]"
bd-89,Fix calculated field,closed,3,feature,,2026-01-21T19:28:39Z,2026-01-26T18:09:59Z,2026-01-23T14:50:26Z,,,,,,"The initial value should always be freshly calculated instead of being populated from the db value.

This is to handle the case where a user goes back and checks/unchecks the filterable checkbox."
bd-90,Fix the admin costs question,closed,3,feature,,2026-01-21T19:36:26Z,2026-02-02T20:08:27Z,2026-02-02T20:08:27Z,,,,,,It should be more like the design
bd-92,Create email templates and a schedule for usability testing,closed,3,feature,,2026-01-23T15:12:53Z,2026-01-28T14:52:54Z,2026-01-28T14:49:16Z,,,,,,"h2. Description 
Create email templates and a schedule for usability testing

h2. Tasks
[X] Create email templates
[X] Create a schedule for potential testing sessions
[X] Meet with ACF on 01/26/26
[X] Send follow-up email to initiate contact with Lux Consulting + Monique on 01/27/26
[X] Send follow-up email to initiate testing with Program Operations Staff: Jane, Issac, and Roneika Carr on 01/27/26

h2. References (Optional)

h2. Deliverables
[Research plan_Usability Testing|https://docs.google.com/document/d/1l4ZwPA2aaoH1G-L3xkOxsx8TSFr7sSvI5Neufqp9Jwc/edit?tab=t.31kdim8nkbq7#heading=h.7oachd2yik1v]"
bd-94,Security Assessment Report (SAR),open,3,task,,2026-01-26T17:29:42Z,2026-01-26T18:00:57Z,,,,,,,"Security Assessment Report (SAR)

Document results of security control assessment identifying findings and risk levels per NIST SP 800-53A.

All controls have documented results; Findings described with evidence; Risk ratings assigned (High/Moderate/Low); Overall system risk documented; SAR reviewed with ISSO"
bd-96,POA&M (Plan of Action & Milestones),open,3,task,,2026-01-26T17:30:16Z,2026-01-26T18:02:05Z,,,,,,,"Track security findings and remediation per HHS standards. High-risk within 30 days, medium within 60 days per PWS.

All SAR findings entered; Remediation actions defined; Milestones and dates established; Responsible parties assigned; Format follows HHS standards"
bd-98,Contingency Plan + Test Report,open,3,task,,2026-01-26T17:30:49Z,2026-01-26T17:58:50Z,,,,,,,"Execute and document contingency plan test per NIST SP 800-34 to validate recovery procedures work as documented.

Test executed (tabletop or functional); Results documented including failures; Lessons learned captured; Action items identified; Contingency Plan updated based on findings"
bd-99,E-Authentication Questionnaire,open,3,feature,,2025-11-04T21:16:33Z,2026-01-26T17:53:55Z,,,,,,,"Complete E-Authentication Threshold Analysis per OMB 04-04 and NIST SP 800-63 to determine assurance levels for CSFEER authentication.

E-Auth Threshold Analysis completed; IAL and AAL determined and documented; Login.gov integration aligns with assurance levels; Documentation approved by ACF ISSO"
bd-100,FIPS-199 Categorization,open,3,task,,2026-01-26T17:32:35Z,2026-01-26T17:52:36Z,,,,,,,"It's the official categorization of your system's security impact level. You assess three dimensions:
||Dimension||Question||CSFEER Likely Rating||
|*Confidentiality*|What's the impact if data is disclosed to unauthorized people?|Moderate (PII of tribal recipients)|
|*Integrity*|What's the impact if data is modified or destroyed?|Moderate (reporting data accuracy matters)|
|*Availability*|What's the impact if the system goes down?|Low (not life-safety critical)|

Why it matters: The categorization determines which NIST 800-53 security controls you have to implement. A ""Moderate"" system has ~325 controls vs. ~125 for ""Low"" - significantly more documentation and security work.

This is typically one of the first ATO artifacts completed because everything else flows from it.

Confidentiality/Integrity/Availability impact levels assessed and justified; Overall system categorization documented (expected: Moderate); Categorization approved by ACF ISSO; Form submitted using NIST template

 "
bd-101,Configuration Management Plan,open,3,task,,2026-01-26T17:32:56Z,2026-01-26T17:55:56Z,,,,,,,"Document configuration management procedures for CSFEER per NIST SP 800-128 and ACF policies.

Configuration items identified; Baseline documented; Change control process defined; CM tools documented (GitHub, Terraform); Plan approved by ACF ISSO"
bd-102,Vulnerability Scans,open,3,task,,2026-01-26T17:33:15Z,2026-01-28T15:17:17Z,,,,,,,"Conduct and document vulnerability scans for CSFEER infrastructure and application per NIST SP 800-137 continuous monitoring requirements.

Infrastructure and web app scans completed; Tools are SCAP-compliant; Critical/High findings remediated or in POA&M; Ongoing scan schedule established (monthly minimum)"
bd-103,Design QA for all forms,open,3,feature,,2026-01-26T18:21:16Z,2026-01-28T15:17:17Z,,,,,,,"Final design review across all three forms to ensure consistency and completeness.

Consistent patterns across all forms; USWDS compliance verified; Design handoff documentation complete; All forms ready for development"
bd-104,User research for Tribal AR,open,3,feature,,2026-01-26T18:22:43Z,2026-01-26T18:51:37Z,,,,,,,"Conduct user research with tribal recipients to understand needs and pain points for Annual Report long form.

Research plan defined; Min 6 tribal users interviewed; Findings documented and shared with team; Pain points prioritized"
bd-105,User research for Tribal Plan and Application,open,3,feature,,2026-01-26T18:23:15Z,2026-01-28T15:17:18Z,,,,,,,"Conduct user research with tribal recipients for Plan & Application form.

Research plan defined; Min 3 tribal users interviewed; Findings documented; Recommendations for design"
bd-106,Build upon the Service Blueprint,open,3,feature,,2026-01-26T19:36:44Z,2026-01-28T17:27:36Z,,,,,,,"Build upon Service Blueprint capturing current state
"
bd-108,Define primary user groups and roles,open,3,feature,,2026-01-26T19:49:27Z,2026-01-26T20:46:45Z,,,,,,,"* Define roles: Tribal Administrator, Authorized Tribal Official, CSBG Program Point of Contact, other roles
* What is CSBGs understanding of these roles when we ask them on the forms
* Who does CSBG usually communicate with? What role?"
bd-110,CSEER Technical Follow-up: AWS Environments and NGSC Access,open,3,epic,,2025-11-04T20:56:31Z,2026-01-27T18:13:27Z,,,,,,,"[Details on Project here|https://confluence.acf.gov/x/mi8QCg] (Confluence Link)

 

Align Database and NGSC engineering teams on the technical architecture for the CSFEER Form Based Data Collection – New System (NGSC) and surface near-term technical decisions and dependencies.

 ** 

*Agenda:*
 * Overview of Forms Engine architecture and current MVP implementation
 * Data model, data ownership, and storage considerations. Data flows, integrations, and system touchpoints (Forms Engine, NGSC, downstream systems)
 * Integration patterns with NGSC and downstream systems (APIs, exports, system boundaries)
 * Open technical questions, risks, and required decisions

 ** 

*Outcome:*
Clear alignment on technical approach, integration strategy, and actions required to advance the system."
bd-111,Login.gov Integration Setup,open,3,epic,,2025-11-04T21:16:57Z,2026-02-04T16:56:00.494364-05:00,,,,,,,"*Discovery Need:* N



*Problem Statement:* Users need to authenticate through Login.gov before accessing any ACF services, requiring a secure and compliant integration.

*Decision Framework:*
 * Must follow Login.gov's official integration guidelines
 * Use OAuth 2.0/OpenID Connect standards
 * Implement proper session management and security headers
 * Plan for both development and production environments

*Definition of Done + Success Criteria:*
 * Login.gov OAuth integration fully functional
 * Secure session management implemented
 * Proper error handling for authentication failures
 * Integration tested in development environment
 * Documentation for deployment to production
 * *Success:* Users can successfully authenticate and land on protected pages"
bd-112, intake questions from the SCA team,in_progress,3,feature,,2026-01-27T18:18:13Z,2026-02-03T18:22:38Z,,,,,,,"h3. Oyindasola- 

I have reached out to the SCA team to inform them of the work we are doing to prepare for CSFEER’s ATO. Please see below the intake questions from the SCA team.

 
 * What type of system: cloud/ on prem
 * Which environment is the application NGSC or external to ACF
 * What is the categorization of the system
 * Does the application store, process and transmit PII information?
 * Is the system in Development or Production
 * When is ATO expected to be granted
 "
bd-114,Conditional validation for required fields,closed,3,feature,,2026-01-27T18:38:15Z,2026-01-29T21:29:21Z,2026-01-29T21:29:21Z,,,,,,"Required fields need a value. However, fields marked as required in the form object are sometimes not required, such as in the case of a field that the user has marked as excluded. We need to deal with this somehow.

AC:
 # Add a new `value_if_excluded` parameter to the `ACFField` object that will be used to populate a field's value if it has been excluded by the user.


 # We might have to create a new base boundfield class to handle this value.

 

 

 "
bd-120,Configure Development Environment Integration,open,3,feature,,2026-01-28T15:17:21Z,2026-01-28T15:17:21Z,,,,,,,"* As a developer, I need Login.gov integration working in development so that I can test authentication features.
 * {*}Acceptance Criteria{*}:
 ** Configure Login.gov sandbox environment
 ** Set up development environment variables
 ** Create test user accounts in Login.gov sandbox
 ** Implement environment-specific configuration
 ** Document development setup process"
bd-122,Conduct Security Penetration Testing,open,3,feature,,2025-11-04T21:17:20Z,2026-02-05T11:35:59.261275-05:00,,,,,,,"* As a security officer, I need security testing performed so that we can identify and fix vulnerabilities before production.
 * {*}Acceptance Criteria{*}:
 ** Conduct authentication flow security testing
 ** Test for common OAuth vulnerabilities
 ** Verify session security implementation
 ** Test error handling security
 ** Document findings and remediation
 ** Obtain security sign-off for production"
bd-133,Button,closed,3,feature,,2025-11-04T21:17:51Z,2026-02-05T11:35:59.339565-05:00,2025-12-03T15:25:41Z,,,,,,A button draws attention to important actions with a large selectable surface.
bd-144,Footer,closed,3,feature,,2025-11-04T21:18:21Z,2026-01-26T18:07:26Z,2026-01-21T18:33:01Z,,,,,,A footer serves site visitors who arrive at the bottom of a page without finding what they want.
bd-155,Link,closed,3,feature,,2025-11-04T21:18:48Z,2026-02-05T11:35:59.422698-05:00,2025-12-04T18:39:25Z,,,,,,"A link connects users to a different page or further information.

https://designsystem.digital.gov/components/link/"
bd-166,Select,closed,3,feature,,2025-11-04T21:19:08Z,2026-02-05T11:35:59.502713-05:00,2025-11-25T18:40:52Z,,,,,,A select component allows users to choose one option from a temporary modal menu.
bd-177,Typography,open,3,feature,,2025-11-04T21:19:33Z,2026-02-05T11:35:59.584728-05:00,,,,,,,"Government websites need clear and consistent headings, highly legible body paragraphs, clear labels, and easy-to-use input fields. Our default typefaces are designed for legibility and can adapt to a variety of visual tones."
bd-188,Prepare ATO Package,open,3,feature,,2025-11-04T21:20:16Z,2026-02-05T11:35:59.663013-05:00,,,,,,,"Compile a complete ATO package including SSP, SAR, PIA, Contingency Plan, POA&M, and all supporting documentation for submission to the Authorizing Official.

 

*Acceptance Criteria:*
 * All ATO artifacts compiled and reviewed
 * Package formatted according to ACF requirements
 * Executive summary prepared
 * Ready for submission to AO"
bd-199,Create Authentication Integration Tests,open,3,feature,,2025-11-04T21:30:11Z,2026-02-05T11:35:59.741442-05:00,,,,,,,"As a developer, I need comprehensive tests for the OIDC authentication integration.

Acceptance Criteria:
- Unit tests for auth.py role extension
- Integration tests for OIDC login flow
- E2E tests for user authentication and role assignment
- Test coverage for different user roles
- Mock OIDC provider for testing

Technical Details:
- Test role extension with various JWT claims
- Test user creation and group assignment
- Test middleware behavior with authenticated/unauthenticated requests
- Test logout and session management

Files to Create:
- tests/test_auth.py
- tests/test_oidc_integration.py"
bd-210,Design Core JSON Schema Structure,closed,3,feature,,2025-11-04T21:31:01Z,2025-11-17T16:22:59Z,2025-11-17T16:22:59Z,,,,,,"* As a developer, I need a flexible JSON schema foundation so that I can define government forms without code changes.
 * {*}Acceptance Criteria{*}:
 ** Create base JSON schema for form definitions
 ** Support form metadata (title, description, version, OMB number)
 ** Define schema for form sections/pages structure
 ** Include field definition schema with types and properties
 ** Support nested and conditional field structures
 ** Enable form-level configuration options
 ** Validate schema using JSON Schema Draft 7 or later"
bd-221,Landing Page with Basic Routing,open,3,epic,,2025-11-04T20:56:56Z,2025-11-04T20:56:56Z,,,,,,,"*Discovery Need:* N
{*}Problem Statement:{*} After login, users need a clear entry point that routes them to appropriate services based on their intent (apply vs. report).

*Decision Framework:*
 * Start with minimal viable design (can be white background initially)
 * Use USWDS components for consistency
 * Implement client-side routing for future expansion
 * Design for mobile-first responsive layout

*Definition of Done + Success Criteria:*
 * Functional landing page with basic navigation
 * Responsive design using USWDS
 * Routing structure in place for future screens
 * Page loads in <2 seconds
 * Accessible navigation (screen reader tested)
 * *Success:* Users can clearly identify next steps after login"
bd-222,Implement Form Versioning Schema,closed,3,feature,,2025-11-04T21:31:23Z,2025-11-25T21:37:32Z,2025-11-25T21:37:32Z,,,,,,"* As a form administrator, I need form versioning capabilities so that I can update forms while maintaining backward compatibility with existing submissions.
 * How we add a new form? Do we treat like a brand new form?
 * {*}Acceptance Criteria{*}:
 ** Design version control schema for forms
 ** Support semantic versioning (major.minor.patch)
 ** Enable form migration scripts in schema
 ** Track version history and change logs
 ** Support multiple active versions simultaneously
 ** Handle deprecation and sunset policies in schema"
bd-229,Build out Service Blueprint: OLDC,in_progress,3,feature,,2026-01-28T17:20:11Z,2026-01-29T22:53:20Z,,,,,,,"h2. Description

Build out Service Blueprint: OLDC
h2. Task

[X]Review OLDC demo video

[ ]Synthesize notes, identify pain points, opportunities, areas for more learning

[ ] Optional: Sync with Amanda to learn more
h2. References
 * [GrantSolutions|https://www.grantsolutions.gov/]
 * [ACF site|https://acf.gov/grants/manage-grant/systems]
 * [ACF Action Transmittal|https://acf.gov/ocs/policy-guidance/acf-ocs-csbg-25-05-tribal-plan-application-fy26]

h2. Deliverables
 * Service Blueprint Map"
bd-230,Review Section 7 of Plan and Application,in_progress,3,feature,,2026-01-28T17:23:53Z,2026-02-02T21:20:58Z,,,,,,,"Description

Review Section 7 of Plan and Application

References

[Tribal Plan and Application|https://acf.gov/sites/default/files/documents/ocs/CSBG-Tribal-Plan-Application-1.0_2.pdf] 

 

 "
bd-231,Reviewing existing research,open,3,feature,,2026-01-28T18:08:05Z,2026-01-28T18:08:05Z,,,,,,,"h2. Description
This work captures looking at existing research and artifacts and making some connections to build our understanding of the current state.

h2. Deliverables
[Optionally: add any resources we discovered that was instructive]"
bd-232,Fix the yesno display field on the review page,closed,3,feature,,2026-01-28T22:05:37Z,2026-02-03T18:22:05Z,2026-02-03T18:22:05Z,,,,,,The value currently looks like this:
bd-233,Implement Basic Field Types Schema,open,3,feature,,2025-11-04T21:31:50Z,2025-11-04T21:31:51Z,,,,,,,"* As a form builder, I need support for standard field types so that I can create common government form elements.
 * {*}Acceptance Criteria{*}:
 ** Text fields (single-line, multi-line, rich text)
 ** Number fields (integer, decimal, currency)
 ** Date and time fields (date, datetime, time)
 ** Selection fields (dropdown, radio, checkbox, multi-select)
 ** Boolean fields (yes/no, true/false)
 ** Email and URL fields with validation
 ** Phone number fields with formatting"
bd-234,Move calculated field js somewhere else.,open,3,feature,,2026-01-29T21:30:01Z,2026-01-29T21:30:01Z,,,,,,,The name says it all.
bd-235,[Design Update] Add Save & Exit button to form footer,open,3,feature,,2026-02-02T18:01:43Z,2026-02-02T18:56:17Z,,,,,,,"h2. Background/Context

During client feedback, it was noted that users may not be able to complete the form in one sitting and need a clear way to exit without losing progress.
h2. Updates to make
 * Add a *Save & Exit* button to the form footer which allows users to exit the form and resume later

h2. Design Reference
 * [Figma link (Prototype version 1.3) |https://www.figma.com/proto/wFHt90xC26RDWyIwNPtlua/Tribal-Forms?page-id=1380%3A12305&node-id=1380-12685&viewport=1592%2C2523%2C0.14&t=cdiKgYwFCrrUWVYA-9&scaling=min-zoom&content-scaling=fixed&starting-point-node-id=1380%3A12685&show-proto-sidebar=1]"
bd-236,[Design Update] Apply button display rules across the form,open,3,feature,,2026-02-02T18:23:31Z,2026-02-02T18:59:26Z,,,,,,,"h2. Background/Context

Currently, navigation buttons are rendered uniformly across steps, which results in actions appearing in contexts where they are not applicable (e.g. showing a Back button on the first step)
h2. Accompanying content update
 * Update primary button label to *Next*

h2. Button-display updates
 * First page of the form renders *Next* _only_
 * Intermediate pages render {*}Back{*}, {*}Save & Exit{*}, and *Next*
 * Review page (final one before submission) renders *Back* and *Submit Application*

h2. Design Reference
 * [Figma link (Prototype version 1.3) |https://www.figma.com/proto/wFHt90xC26RDWyIwNPtlua/Tribal-Forms?page-id=1380%3A12305&node-id=1380-12685&viewport=1592%2C2523%2C0.14&t=cdiKgYwFCrrUWVYA-9&scaling=min-zoom&content-scaling=fixed&starting-point-node-id=1380%3A12685&show-proto-sidebar=1]"
bd-237,Fix number formatting on the review page,in_progress,3,feature,,2026-02-02T20:09:31Z,2026-02-04T19:44:42Z,,,,,,,Currency field values should be correctly formatted.
bd-238,BUG: Back button shouldn't be present on the first interview page,closed,3,feature,,2026-02-03T18:22:57Z,2026-02-03T21:02:46Z,2026-02-03T21:02:46Z,,,,,,Fix it please.
bd-239,Create infra architecture diagram,in_progress,3,feature,,2026-02-03T18:29:06Z,2026-02-03T18:30:27Z,,,,,,,"Produce a shareable infra architecture diagram that clearly shows:
 * *GitLab CI* with separate *App* (Build & Push → ECR → Deploy job) and *Infra* (Terraform plan/apply → TF State S3) pipelines.
 * *Deploy job* behavior (registers task def with immutable image digest repo@sha256 → updates ECS Fargate).
 * *Terraform state* (S3 bucket, versioning) and a brief note on where {{Terraform apply}} runs.
 * *nginx sidecar* note (static files baked into image + nginx proxy → gunicorn).
 * Exported deliverables suitable for external review by the Gov infra team (PNG/PDF), plus Mermaid source."
bd-240,Initialize error states after review page is visited,in_progress,3,feature,,2026-02-03T21:15:38Z,2026-02-04T20:42:45Z,,,,,,,We somehow want to initiate error states on the actual form fields after the review page is visited.
bd-244,Accordian,closed,3,feature,,2025-11-05T15:32:54Z,2025-11-14T16:59:20Z,2025-11-14T16:59:20Z,,,,,,An accordion is a list of headers that hide or reveal additional content when selected.
bd-255,Alert,closed,3,feature,,2025-11-05T15:33:16Z,2026-02-04T19:53:32Z,2025-12-02T15:21:49Z,,,,,,An alert keeps users informed of important and sometimes time-sensitive changes.
bd-266,Banner,closed,3,feature,,2025-11-05T15:33:38Z,2025-11-18T21:54:52Z,2025-11-18T21:54:52Z,,,,,,Banners identify official websites of government organizations in the United States. They also help visitors understand whether a website is official and secure.
bd-277,Breadcrumb,closed,3,feature,,2025-11-05T15:33:53Z,2025-12-05T17:44:22Z,2025-12-05T17:44:22Z,,,,,,Breadcrumbs provide secondary navigation to help users understand where they are in a website.
bd-288,Button Group,closed,3,feature,,2025-11-05T15:34:15Z,2025-12-03T15:25:38Z,2025-12-03T15:25:38Z,,,,,," 
A button group collects similar or related actions."
bd-310,Card,closed,3,feature,,2025-11-05T15:34:42Z,2025-12-17T18:38:56Z,2025-12-17T18:38:42Z,,,,,,"Cards contain content and actions about a single subject.

https://designsystem.digital.gov/components/card/"
bd-321,Character count,closed,3,feature,,2025-11-05T15:34:59Z,2025-12-17T19:45:32Z,2025-12-17T19:45:32Z,,,,,,"Character count helps users know how much text they can enter when there is a limit on the number of characters.

https://designsystem.digital.gov/components/character-count/"
bd-332,User Intent Screener Flow,open,3,epic,,2025-11-04T20:57:23Z,2025-11-04T20:57:23Z,,,,,,,"*Discovery Need:* Y (need to define specific screening questions)
{*}Problem Statement:{*} How might we efficiently determine whether a user wants to apply for grants, report on existing grants, or access other services?

*Decision Framework:*
 * Start with basic binary choices (Apply/Report)
 * Design for expansion to additional service types
 * Consider user mental models and plain language
 * Plan for conditional logic based on responses

*Definition of Done + Success Criteria:*
 * Multi-step screener with clear question flow
 * Conditional routing based on user responses
 * Progress indicators for multi-step process
 * Form state management and validation
 * *Success:* 95% of users can complete screener without confusion"
bd-333,Checkbox,closed,3,feature,,2025-11-05T15:35:15Z,2026-02-04T19:53:35Z,2025-12-04T18:38:58Z,,,,,,"Checkboxes allow users to select one or more options from a list.

https://designsystem.digital.gov/components/checkbox/"
bd-344,Collection,closed,3,feature,,2025-11-05T15:35:39Z,2026-02-02T16:17:19Z,2026-02-02T16:17:19Z,,,,,,A collection displays a compact list of multiple related items like articles or events. The list links each item to its original source.
bd-355,Combo box,closed,3,feature,,2025-11-05T15:35:51Z,2026-02-04T20:23:06Z,2025-12-15T16:34:58Z,,,,,,"A combo box helps users select an item from a large list of options.

https://designsystem.digital.gov/components/combo-box/"
bd-366,Data visualizations,open,3,feature,,2025-11-05T15:36:03Z,2026-02-04T19:53:35Z,,,,,,,Data visualizations help communicate patterns and relationships in a data set.
bd-377,Date picker,closed,3,feature,,2025-11-05T15:36:20Z,2026-01-26T18:04:13Z,2026-01-05T15:42:10Z,,,,,,A date picker helps users select a single date.
bd-388,Date range picker,closed,3,feature,,2025-11-05T15:36:27Z,2026-02-04T20:23:07Z,2026-01-21T18:32:59Z,,,,,,A date range picker helps users select a range between two dates.
bd-399,File input,closed,3,feature,,2025-11-05T15:36:39Z,2025-12-03T15:25:35Z,2025-12-03T15:25:35Z,,,,,,File input allows users to attach one or multiple files.
bd-421,USWDS form component,closed,3,feature,,2025-11-05T15:37:01Z,2026-01-26T18:04:27Z,2026-01-12T17:24:53Z,,,,,,"A form allows users to enter information into a page.

https://designsystem.digital.gov/components/form/"
bd-425,Resolve comment on Privacy Impact Assessment (PIA),open,3,feature,,2026-02-04T20:35:09Z,2026-02-04T20:35:09Z,,,,,,,Related: FE-82
bd-426,Header,closed,3,feature,,2025-11-05T15:37:20Z,2026-02-04T20:23:08Z,2026-01-20T18:43:14Z,,,,,,"A header helps users identify where they are and provides a quick, organized way to reach the main sections of a website."
bd-427,Form Schema and Data Model,in_progress,3,epic,,2025-11-04T20:58:10Z,2025-12-16T19:52:11Z,,,,,,,"*Discovery Need:* Y (need requirements for multi-page forms, calculations, etc.)
{*}Problem Statement:{*} How might we create a flexible data schema that supports complex government forms with multiple pages, conditional fields, and data validation?

*Decision Framework:*
 * Research existing government form standards (NIEM, etc.)
 * Plan for form versioning and migration
 * Consider accessibility requirements for form interactions
 * Design for integration with existing ACF systems

*Definition of Done + Success Criteria:*
 * Flexible JSON schema for form definitions
 * Support for multi-page forms with progress saving
 * Field validation and error handling
 * Documentation for schema extension
 * *Success:* New forms can be added without code changes"
bd-428,Icon list,in_progress,3,feature,,2025-11-05T15:37:33Z,2026-02-04T20:50:23Z,,,,,,,An icon list reinforces the meaning and visibility of individual list items with a leading icon.
bd-429,Icon,closed,3,feature,,2025-11-05T15:37:46Z,2026-02-04T19:53:37Z,2025-12-08T15:36:18Z,,,,,,"Icons help communicate meaning, actions, status, or feedback.

https://designsystem.digital.gov/components/icon/"
bd-430,Identifier,closed,3,feature,,2025-11-05T15:38:06Z,2026-02-04T20:23:09Z,2026-01-23T15:26:35Z,,,,,,The identifier communicates a site’s parent agency and displays agency links required by federal laws and policies.
bd-431,In-page navigation,closed,3,feature,,2025-11-05T15:38:14Z,2026-02-04T15:37:24Z,2026-02-04T15:37:24Z,,,,,,The in-page navigation allows navigation to specific sections on a lengthy content page
bd-432,Input mask,closed,3,feature,,2025-11-05T15:38:26Z,2026-02-04T19:53:38Z,2025-12-01T18:20:56Z,,,,,,"An input mask is a string expression that constrains input to support valid input values.

https://designsystem.digital.gov/components/input-mask/"
bd-433,Input prefix/suffix,closed,3,feature,,2025-11-05T15:38:40Z,2025-12-02T18:46:33Z,2025-12-01T18:20:54Z,,,,,,"Use input prefixes and suffixes to show symbols or abbreviations that help users enter the right type of information in a form’s text input.

https://designsystem.digital.gov/components/input-prefix-suffix/"
bd-434,Language selector,open,3,feature,,2025-11-05T15:39:01Z,2026-01-26T14:01:56Z,,,,,,,"The consistent placement, interface, and behavior of the language selection component allows users to easily find and access content in the language the user is most comfortable in."
bd-436,List,closed,3,feature,,2025-11-05T15:39:25Z,2026-01-26T18:04:37Z,2026-01-12T15:57:39Z,,,,,,A list organizes information into discrete sequential sections.
bd-437,Memorable date,closed,3,feature,,2025-11-05T15:39:39Z,2026-01-26T18:07:56Z,2026-01-22T17:10:49Z,,,,,,A select for month followed by two text fields is the easiest way for users to enter most dates.
bd-438,Security Documentation and Implementation,open,3,epic,,2025-11-04T20:58:27Z,2026-02-04T20:35:09Z,,,,,,,"*Discovery Need:* Y (need to understand ACF-specific security requirements)
{*}Problem Statement:{*} How might we implement comprehensive security controls that meet federal ATO requirements while maintaining usability?

*Decision Framework:*
 * Follow NIST security frameworks and ACF guidelines
 * Implement security by design, not as add-on
 * Plan for continuous monitoring and vulnerability management
 * Document all security decisions and trade-offs

*Definition of Done + Success Criteria:*
 * System Security Plan (SSP) drafted
 * Security controls implemented and documented
 * Vulnerability scanning integrated into CI/CD
 * Security testing procedures established
 * *Success:* Pass initial security review with minimal findings"
bd-439,Modal,closed,3,feature,,2025-11-05T15:39:50Z,2026-01-26T18:04:51Z,2026-01-12T15:57:41Z,,,,,,A modal disables page content and focuses the user’s attention on a single task or message.
bd-440,Pagination,open,3,feature,,2025-11-05T15:40:02Z,2026-02-04T17:01:33.729022-05:00,,,,,,,Pagination is navigation for paginated content
bd-441,Process list,closed,3,feature,,2025-11-05T15:40:19Z,2026-01-26T18:08:03Z,2026-01-22T17:10:50Z,,,,,,A process list displays the steps or stages of important instructions or processes.
bd-442,Prose,closed,3,feature,,2025-11-05T15:40:27Z,2026-02-04T20:23:12Z,2026-01-27T16:56:54Z,,,,,,Format a block of running text.
bd-443,Radio buttons,closed,3,feature,,2025-11-05T15:40:40Z,2025-12-02T18:45:53Z,2025-12-02T15:31:36Z,,,,,,Radio buttons allow users to select exactly one choice from a group.
bd-444,Range slider,open,3,feature,,2025-11-05T15:40:53Z,2026-01-26T14:01:57Z,,,,,,,A range slider allows users to choose an approximate number from a range.
bd-445,Search,closed,3,feature,,2025-11-05T15:41:03Z,2026-01-26T18:05:05Z,2026-01-12T15:57:38Z,,,,,,Search allows users to search for specific content if they know what search terms to use or can’t find desired content in the main navigation
bd-447,Side navigation,closed,3,feature,,2025-11-05T15:41:29Z,2026-02-04T15:37:23Z,2026-02-04T15:37:23Z,,,,,,"Hierarchical, vertical navigation to place at the side of a page."
bd-448,Site alert,closed,3,feature,,2025-11-05T15:41:43Z,2026-01-26T18:08:14Z,2026-01-23T15:26:34Z,,,,,,A site alert communicates urgent sitewide information.
bd-449,Technical Proof of Concept Refinement,open,3,epic,,2025-11-04T20:58:51Z,2025-11-06T17:09:42Z,,,,,,,"*Discovery Need:* N
 *Problem Statement:* Mo has created a technical POC that needs to be refined into a production-ready foundation that the whole team can build upon.

*Decision Framework:*
 * Extract reusable patterns and components
 * Ensure code quality and documentation standards
 * Plan for team collaboration and code reviews
 * Align with overall technical architecture

*Definition of Done + Success Criteria:*
 * POC code refactored into modular components
 * Comprehensive code documentation
 * Team can extend and modify without Mo's direct involvement
 * Code review process established
 * *Success:* Any team member can contribute to the codebase confidently"
bd-450,Step indicator,closed,3,feature,,2025-11-05T15:41:57Z,2026-02-04T19:53:42Z,2026-01-05T15:42:18Z,,,,,,A step indicator updates users on their progress through a multi-step process.
bd-451,Summary box,closed,3,feature,,2025-11-05T15:42:10Z,2026-01-26T18:08:23Z,2026-01-20T20:17:21Z,,,,,,A summary box highlights key information from a longer page or displays next steps.
bd-452,Table,closed,3,feature,,2025-11-05T15:42:22Z,2026-01-26T21:42:52Z,2026-01-26T21:42:52Z,,,,,,A table shows information in columns and rows.
bd-453,Tag,open,3,feature,,2025-11-05T15:42:35Z,2026-01-26T14:01:57Z,,,,,,,A tag draws attention to new or categorized content elements.
bd-454,Text input,closed,3,feature,,2025-11-05T15:42:49Z,2025-12-01T18:20:51Z,2025-12-01T18:20:51Z,,,,,,"A text input allows users to enter any combination of letters, numbers, or symbols. Text input boxes can span single or multiple lines.

https://designsystem.digital.gov/components/text-input/"
bd-455,Time picker,open,3,feature,,2025-11-05T15:43:01Z,2026-01-26T14:01:57Z,,,,,,,A time picker helps users select a specific time.
bd-456,Tooltip,closed,3,feature,,2025-11-05T15:43:16Z,2026-01-26T18:08:36Z,2026-01-26T14:52:24Z,,,,,,"A tooltip is a short descriptive message that appears when a user hovers or focuses on an element.

https://designsystem.digital.gov/components/tooltip/"
